location,date,variant,num_sequences,perc_sequences,num_sequences_total
Germany,2021-05-03,Alpha,18223,94.93,19196
Germany,2021-05-03,Gamma,93,0.48,19196
Germany,2021-05-03,Delta,134,0.7,19196
Germany,2021-05-03,Kappa,43,0.22,19196
Germany,2021-05-03,Epsilon,0,0.0,19196
Germany,2021-05-03,Eta,60,0.31,19196
Germany,2021-05-03,Iota,9,0.05,19196
Germany,2021-05-03,Lambda,10,0.05,19196
Germany,2021-05-03,Mu,2,0.01,19196
Germany,2021-05-03,S:677H.Robin1,,,19196
Germany,2021-05-03,S:677P.Pelican,,,19196
Germany,2021-05-03,B.1.1.302,,,19196
Germany,2021-05-03,B.1.1.277,0,0.0,19196
Germany,2021-05-03,B.1.367,0,0.0,19196
Germany,2021-05-03,others,281,1.47,19196
Germany,2021-05-03,non_who,357,1.87,19196
Germany,2021-05-17,B.1.160,1,0.01,15555
Germany,2021-05-17,B.1.620,15,0.1,15555
Germany,2021-05-17,B.1.258,8,0.05,15555
Germany,2021-05-17,B.1.221,1,0.01,15555
Germany,2021-05-17,B.1.1.519,0,0.0,15555
Germany,2021-05-17,B.1.177,23,0.15,15555
Germany,2021-05-17,Beta,293,1.88,15555
Germany,2021-05-17,Alpha,14352,92.27,15555
Germany,2021-05-17,Gamma,116,0.75,15555
Germany,2021-05-17,Delta,305,1.96,15555
Germany,2021-05-17,Kappa,22,0.14,15555
Germany,2021-05-17,Epsilon,0,0.0,15555
Germany,2021-05-17,Eta,93,0.6,15555
Germany,2021-05-17,Iota,12,0.08,15555
Germany,2021-05-17,Lambda,11,0.07,15555
Germany,2021-05-17,Mu,2,0.01,15555
Germany,2021-05-17,S:677H.Robin1,,,15555
Germany,2021-05-17,S:677P.Pelican,,,15555
Germany,2021-05-17,B.1.1.302,,,15555
Germany,2021-05-17,B.1.1.277,0,0.0,15555
Germany,2021-05-17,B.1.367,0,0.0,15555
Germany,2021-05-17,others,301,1.92,15555
Germany,2021-05-17,non_who,349,2.24,15555
Germany,2021-05-31,B.1.160,2,0.02,9734
Germany,2021-05-31,B.1.620,3,0.03,9734
Germany,2021-05-31,B.1.258,0,0.0,9734
Germany,2021-05-31,B.1.221,0,0.0,9734
Germany,2021-05-31,B.1.1.519,3,0.03,9734
Germany,2021-05-31,B.1.177,6,0.06,9734
Germany,2021-05-31,Beta,88,0.9,9734
Germany,2021-05-31,Alpha,8770,90.1,9734
Germany,2021-05-31,Gamma,147,1.51,9734
Germany,2021-05-31,Delta,387,3.98,9734
Germany,2021-05-31,Kappa,10,0.1,9734
Germany,2021-05-31,Epsilon,2,0.02,9734
Germany,2021-05-31,Eta,24,0.25,9734
Germany,2021-05-31,Iota,1,0.01,9734
Germany,2021-05-31,Lambda,24,0.25,9734
Germany,2021-05-31,Mu,4,0.04,9734
Germany,2021-05-31,S:677H.Robin1,,,9734
Germany,2021-05-31,S:677P.Pelican,,,9734
Germany,2021-05-31,B.1.1.302,,,9734
Germany,2021-05-31,B.1.1.277,0,0.0,9734
Germany,2021-05-31,B.1.367,0,0.0,9734
Germany,2021-05-31,others,263,2.7,9734
Germany,2021-05-31,non_who,277,2.84,9734
Germany,2021-06-14,B.1.160,1,0.02,5376
Germany,2021-06-14,B.1.620,4,0.07,5376
Germany,2021-06-14,B.1.258,3,0.06,5376
Germany,2021-06-14,B.1.221,0,0.0,5376
Germany,2021-06-14,B.1.1.519,0,0.0,5376
Germany,2021-06-14,B.1.177,5,0.09,5376
Germany,2021-06-14,Beta,36,0.67,5376
Germany,2021-06-14,Alpha,4219,78.48,5376
Germany,2021-06-14,Gamma,92,1.71,5376
Germany,2021-06-14,Delta,750,13.95,5376
Germany,2021-06-14,Kappa,3,0.06,5376
Germany,2021-06-14,Epsilon,1,0.02,5376
Germany,2021-06-14,Eta,29,0.54,5376
Germany,2021-06-14,Iota,2,0.04,5376
Germany,2021-06-14,Lambda,15,0.28,5376
Germany,2021-06-14,Mu,5,0.09,5376
Germany,2021-06-14,S:677H.Robin1,,,5376
Germany,2021-06-14,S:677P.Pelican,,,5376
Germany,2021-06-14,B.1.1.302,,,5376
Germany,2021-06-14,B.1.1.277,0,0.0,5376
Germany,2021-06-14,B.1.367,0,0.0,5376
Germany,2021-06-14,others,211,3.92,5376
Germany,2021-06-14,non_who,224,4.16,5376
Germany,2021-06-28,B.1.160,1,0.04,2612
Germany,2021-06-28,B.1.620,5,0.19,2612
Germany,2021-06-28,B.1.258,0,0.0,2612
Germany,2021-06-28,B.1.221,1,0.04,2612
Germany,2021-06-28,B.1.1.519,0,0.0,2612
Germany,2021-06-28,B.1.177,0,0.0,2612
Germany,2021-06-28,Beta,20,0.77,2612
Germany,2021-06-28,Alpha,1110,42.5,2612
Germany,2021-06-28,Gamma,71,2.72,2612
Germany,2021-06-28,Delta,1291,49.43,2612
Germany,2021-06-28,Kappa,1,0.04,2612
Germany,2021-06-28,Epsilon,0,0.0,2612
Germany,2021-06-28,Eta,9,0.34,2612
Germany,2021-06-28,Iota,3,0.11,2612
Germany,2021-06-28,Lambda,1,0.04,2612
Germany,2021-06-28,Mu,1,0.04,2612
Germany,2021-06-28,S:677H.Robin1,,,2612
Germany,2021-06-28,S:677P.Pelican,,,2612
Germany,2021-06-28,B.1.1.302,,,2612
Germany,2021-06-28,B.1.1.277,0,0.0,2612
Germany,2021-06-28,B.1.367,0,0.0,2612
Germany,2021-06-28,others,98,3.74,2612
Germany,2021-06-28,non_who,105,4.01,2612
Germany,2021-07-12,B.1.160,4,0.15,2640
Germany,2021-07-12,B.1.620,0,0.0,2640
Germany,2021-07-12,B.1.258,4,0.15,2640
Germany,2021-07-12,B.1.221,1,0.04,2640
Germany,2021-07-12,B.1.1.519,0,0.0,2640
Germany,2021-07-12,B.1.177,10,0.38,2640
Germany,2021-07-12,Beta,4,0.15,2640
Germany,2021-07-12,Alpha,352,13.33,2640
Germany,2021-07-12,Gamma,81,3.07,2640
Germany,2021-07-12,Delta,2099,79.51,2640
Germany,2021-07-12,Kappa,1,0.04,2640
Germany,2021-07-12,Epsilon,0,0.0,2640
Germany,2021-07-12,Eta,3,0.11,2640
Germany,2021-07-12,Iota,0,0.0,2640
Germany,2021-07-12,Lambda,3,0.11,2640
Germany,2021-07-12,Mu,0,0.0,2640
Germany,2021-07-12,S:677H.Robin1,,,2640
Germany,2021-07-12,S:677P.Pelican,,,2640
Germany,2021-07-12,B.1.1.302,,,2640
Germany,2021-07-12,B.1.1.277,0,0.0,2640
Germany,2021-07-12,B.1.367,0,0.0,2640
Germany,2021-07-12,others,78,2.96,2640
Germany,2021-07-12,non_who,97,3.68,2640
Germany,2021-07-26,B.1.160,1,0.02,4569
Germany,2021-07-26,B.1.620,4,0.09,4569
Germany,2021-07-26,B.1.258,0,0.0,4569
Germany,2021-07-26,B.1.221,1,0.02,4569
Germany,2021-07-26,B.1.1.519,0,0.0,4569
Germany,2021-07-26,B.1.177,1,0.02,4569
Germany,2021-07-26,Beta,2,0.04,4569
Germany,2021-07-26,Alpha,124,2.71,4569
Germany,2021-07-26,Gamma,58,1.27,4569
Germany,2021-07-26,Delta,4354,95.29,4569
Germany,2021-07-26,Kappa,0,0.0,4569
Germany,2021-07-26,Epsilon,0,0.0,4569
Germany,2021-07-26,Eta,0,0.0,4569
Germany,2021-07-26,Iota,0,0.0,4569
Germany,2021-07-26,Lambda,2,0.04,4569
Germany,2021-07-26,Mu,1,0.02,4569
Germany,2021-07-26,S:677H.Robin1,,,4569
Germany,2021-07-26,S:677P.Pelican,,,4569
Germany,2021-07-26,B.1.1.302,,,4569
Germany,2021-07-26,B.1.1.277,0,0.0,4569
Germany,2021-07-26,B.1.367,0,0.0,4569
Germany,2021-07-26,others,21,0.48,4569
Germany,2021-07-26,non_who,28,0.63,4569
Germany,2021-08-09,B.1.160,0,0.0,6182
Germany,2021-08-09,B.1.620,0,0.0,6182
Germany,2021-08-09,B.1.258,0,0.0,6182
Germany,2021-08-09,B.1.221,0,0.0,6182
Germany,2021-08-09,B.1.1.519,0,0.0,6182
Germany,2021-08-09,B.1.177,4,0.06,6182
Germany,2021-08-09,Beta,3,0.05,6182
Germany,2021-08-09,Alpha,68,1.1,6182
Germany,2021-08-09,Gamma,18,0.29,6182
Germany,2021-08-09,Delta,6073,98.24,6182
Germany,2021-08-09,Kappa,0,0.0,6182
Germany,2021-08-09,Epsilon,0,0.0,6182
Germany,2021-08-09,Eta,0,0.0,6182
Germany,2021-08-09,Iota,0,0.0,6182
Germany,2021-08-09,Lambda,1,0.02,6182
Germany,2021-08-09,Mu,0,0.0,6182
Germany,2021-08-09,S:677H.Robin1,,,6182
Germany,2021-08-09,S:677P.Pelican,,,6182
Germany,2021-08-09,B.1.1.302,,,6182
Germany,2021-08-09,B.1.1.277,0,0.0,6182
Germany,2021-08-09,B.1.367,0,0.0,6182
Germany,2021-08-09,others,15,0.24,6182
Germany,2021-08-09,non_who,19,0.3,6182
Germany,2021-08-23,B.1.160,0,0.0,13084
Germany,2021-08-23,B.1.620,0,0.0,13084
Germany,2021-08-23,B.1.258,0,0.0,13084
Germany,2021-08-23,B.1.221,0,0.0,13084
Germany,2021-08-23,B.1.1.519,0,0.0,13084
Germany,2021-08-23,B.1.177,4,0.03,13084
Germany,2021-08-23,Beta,0,0.0,13084
Germany,2021-08-23,Alpha,53,0.41,13084
Germany,2021-08-23,Gamma,7,0.05,13084
Germany,2021-08-23,Delta,13010,99.43,13084
Germany,2021-08-23,Kappa,0,0.0,13084
Germany,2021-08-23,Epsilon,0,0.0,13084
Germany,2021-08-23,Eta,0,0.0,13084
Germany,2021-08-23,Iota,0,0.0,13084
Germany,2021-08-23,Lambda,0,0.0,13084
Germany,2021-08-23,Mu,0,0.0,13084
Germany,2021-08-23,S:677H.Robin1,,,13084
Germany,2021-08-23,S:677P.Pelican,,,13084
Germany,2021-08-23,B.1.1.302,,,13084
Germany,2021-08-23,B.1.1.277,0,0.0,13084
Germany,2021-08-23,B.1.367,0,0.0,13084
Germany,2021-08-23,others,10,0.08,13084
Germany,2021-08-23,non_who,14,0.11,13084
Germany,2021-09-06,B.1.160,0,0.0,19124
Germany,2021-09-06,B.1.620,0,0.0,19124
Germany,2021-09-06,B.1.258,0,0.0,19124
Germany,2021-09-06,B.1.221,0,0.0,19124
Germany,2021-09-06,B.1.1.519,0,0.0,19124
Germany,2021-09-06,B.1.177,0,0.0,19124
Germany,2021-09-06,Beta,6,0.03,19124
Germany,2021-09-06,Alpha,31,0.16,19124
Germany,2021-09-06,Gamma,1,0.01,19124
Germany,2021-09-06,Delta,19073,99.73,19124
Germany,2021-09-06,Kappa,0,0.0,19124
Germany,2021-09-06,Epsilon,0,0.0,19124
Germany,2021-09-06,Eta,0,0.0,19124
Germany,2021-09-06,Iota,0,0.0,19124
Germany,2021-09-06,Lambda,0,0.0,19124
Germany,2021-09-06,Mu,0,0.0,19124
Germany,2021-09-06,S:677H.Robin1,,,19124
Germany,2021-09-06,S:677P.Pelican,,,19124
Germany,2021-09-06,B.1.1.302,,,19124
Germany,2021-09-06,B.1.1.277,0,0.0,19124
Germany,2021-09-06,B.1.367,0,0.0,19124
Germany,2021-09-06,others,13,0.07,19124
Germany,2021-09-06,non_who,13,0.07,19124
Germany,2021-09-20,B.1.160,0,0.0,19229
Germany,2021-09-20,B.1.620,0,0.0,19229
Germany,2021-09-20,B.1.258,0,0.0,19229
Germany,2021-09-20,B.1.221,0,0.0,19229
Germany,2021-09-20,B.1.1.519,0,0.0,19229
Germany,2021-09-20,B.1.177,0,0.0,19229
Germany,2021-09-20,Beta,1,0.01,19229
Germany,2021-09-20,Alpha,10,0.05,19229
Germany,2021-09-20,Gamma,1,0.01,19229
Germany,2021-09-20,Delta,19211,99.91,19229
Germany,2021-09-20,Kappa,0,0.0,19229
Germany,2021-09-20,Epsilon,0,0.0,19229
Germany,2021-09-20,Eta,2,0.01,19229
Germany,2021-09-20,Iota,0,0.0,19229
Germany,2021-09-20,Lambda,0,0.0,19229
Germany,2021-09-20,Mu,0,0.0,19229
Germany,2021-09-20,S:677H.Robin1,,,19229
Germany,2021-09-20,S:677P.Pelican,,,19229
Germany,2021-09-20,B.1.1.302,,,19229
Germany,2021-09-20,B.1.1.277,0,0.0,19229
Germany,2021-09-20,B.1.367,0,0.0,19229
Germany,2021-09-20,others,4,0.01,19229
Germany,2021-09-20,non_who,4,0.01,19229
Germany,2021-10-04,B.1.160,1,0.01,13701
Germany,2021-10-04,B.1.620,0,0.0,13701
Germany,2021-10-04,B.1.258,0,0.0,13701
Germany,2021-10-04,B.1.221,0,0.0,13701
Germany,2021-10-04,B.1.1.519,0,0.0,13701
Germany,2021-10-04,B.1.177,1,0.01,13701
Germany,2021-10-04,Beta,0,0.0,13701
Germany,2021-10-04,Alpha,6,0.04,13701
Germany,2021-10-04,Gamma,2,0.01,13701
Germany,2021-10-04,Delta,13678,99.83,13701
Germany,2021-10-04,Kappa,0,0.0,13701
Germany,2021-10-04,Epsilon,0,0.0,13701
Germany,2021-10-04,Eta,0,0.0,13701
Germany,2021-10-04,Iota,0,0.0,13701
Germany,2021-10-04,Lambda,0,0.0,13701
Germany,2021-10-04,Mu,0,0.0,13701
Germany,2021-10-04,S:677H.Robin1,,,13701
Germany,2021-10-04,S:677P.Pelican,,,13701
Germany,2021-10-04,B.1.1.302,,,13701
Germany,2021-10-04,B.1.1.277,0,0.0,13701
Germany,2021-10-04,B.1.367,0,0.0,13701
Germany,2021-10-04,others,13,0.1,13701
Germany,2021-10-04,non_who,15,0.12,13701
Germany,2021-10-18,B.1.160,0,0.0,1920
Germany,2021-10-18,B.1.620,0,0.0,1920
Germany,2021-10-18,B.1.258,0,0.0,1920
Germany,2021-10-18,B.1.221,0,0.0,1920
Germany,2021-10-18,B.1.1.519,0,0.0,1920
Germany,2021-10-18,B.1.177,0,0.0,1920
Germany,2021-10-18,Beta,0,0.0,1920
Germany,2021-10-18,Alpha,0,0.0,1920
Germany,2021-10-18,Gamma,0,0.0,1920
Germany,2021-10-18,Delta,1920,100.0,1920
Germany,2021-10-18,Kappa,0,0.0,1920
Germany,2021-10-18,Epsilon,0,0.0,1920
Germany,2021-10-18,Eta,0,0.0,1920
Germany,2021-10-18,Iota,0,0.0,1920
Germany,2021-10-18,Lambda,0,0.0,1920
Germany,2021-10-18,Mu,0,0.0,1920
Germany,2021-10-18,S:677H.Robin1,,,1920
Germany,2021-10-18,S:677P.Pelican,,,1920
Germany,2021-10-18,B.1.1.302,,,1920
Germany,2021-10-18,B.1.1.277,0,0.0,1920
Germany,2021-10-18,B.1.367,0,0.0,1920
Germany,2021-10-18,others,0,0.0,1920
Germany,2021-10-18,non_who,0,0.0,1920
Ghana,2020-08-03,B.1.160,,,41
Ghana,2020-08-03,B.1.620,0,0.0,41
Ghana,2020-08-03,B.1.258,0,0.0,41
Ghana,2020-08-03,B.1.221,,,41
Ghana,2020-08-03,B.1.1.519,,,41
Ghana,2020-08-03,B.1.177,0,0.0,41
Ghana,2020-08-03,Beta,0,0.0,41
Ghana,2020-08-03,Alpha,0,0.0,41
Ghana,2020-08-03,Gamma,0,0.0,41
Ghana,2020-08-03,Delta,0,0.0,41
Ghana,2020-08-03,Kappa,0,0.0,41
Ghana,2020-08-03,Epsilon,,,41
Ghana,2020-08-03,Eta,0,0.0,41
Ghana,2020-08-03,Iota,0,0.0,41
Ghana,2020-08-03,Lambda,,,41
Ghana,2020-08-03,Mu,,,41
Ghana,2020-08-03,S:677H.Robin1,,,41
Ghana,2020-08-03,S:677P.Pelican,,,41
Ghana,2020-08-03,B.1.1.302,,,41
Ghana,2020-08-03,B.1.1.277,,,41
Ghana,2020-08-03,B.1.367,,,41
Ghana,2020-08-03,others,41,100.0,41
Ghana,2020-08-03,non_who,41,100.0,41
Ghana,2020-12-07,B.1.160,,,32
Ghana,2020-12-07,B.1.620,0,0.0,32
Ghana,2020-12-07,B.1.258,0,0.0,32
Ghana,2020-12-07,B.1.221,,,32
Ghana,2020-12-07,B.1.1.519,,,32
Ghana,2020-12-07,B.1.177,0,0.0,32
Ghana,2020-12-07,Beta,0,0.0,32
Ghana,2020-12-07,Alpha,1,3.12,32
Ghana,2020-12-07,Gamma,0,0.0,32
Ghana,2020-12-07,Delta,0,0.0,32
Ghana,2020-12-07,Kappa,0,0.0,32
Ghana,2020-12-07,Epsilon,,,32
Ghana,2020-12-07,Eta,0,0.0,32
Ghana,2020-12-07,Iota,0,0.0,32
Ghana,2020-12-07,Lambda,,,32
Ghana,2020-12-07,Mu,,,32
Ghana,2020-12-07,S:677H.Robin1,,,32
Ghana,2020-12-07,S:677P.Pelican,,,32
Ghana,2020-12-07,B.1.1.302,,,32
Ghana,2020-12-07,B.1.1.277,,,32
Ghana,2020-12-07,B.1.367,,,32
Ghana,2020-12-07,others,31,96.88,32
Ghana,2020-12-07,non_who,31,96.88,32
Ghana,2021-01-11,B.1.160,,,112
Ghana,2021-01-11,B.1.620,0,0.0,112
Ghana,2021-01-11,B.1.258,0,0.0,112
Ghana,2021-01-11,B.1.221,,,112
Ghana,2021-01-11,B.1.1.519,,,112
Ghana,2021-01-11,B.1.177,5,4.46,112
Ghana,2021-01-11,Beta,4,3.57,112
Ghana,2021-01-11,Alpha,59,52.68,112
Ghana,2021-01-11,Gamma,0,0.0,112
Ghana,2021-01-11,Delta,1,0.89,112
Ghana,2021-01-11,Kappa,0,0.0,112
Ghana,2021-01-11,Epsilon,,,112
Ghana,2021-01-11,Eta,4,3.57,112
Ghana,2021-01-11,Iota,0,0.0,112
Ghana,2021-01-11,Lambda,,,112
Ghana,2021-01-11,Mu,,,112
Ghana,2021-01-11,S:677H.Robin1,,,112
Ghana,2021-01-11,S:677P.Pelican,,,112
Ghana,2021-01-11,B.1.1.302,,,112
Ghana,2021-01-11,B.1.1.277,,,112
Ghana,2021-01-11,B.1.367,,,112
Ghana,2021-01-11,others,39,34.83,112
Ghana,2021-01-11,non_who,44,39.29,112
Ghana,2021-01-25,B.1.160,,,89
Ghana,2021-01-25,B.1.620,0,0.0,89
Ghana,2021-01-25,B.1.258,0,0.0,89
Ghana,2021-01-25,B.1.221,,,89
Ghana,2021-01-25,B.1.1.519,,,89
Ghana,2021-01-25,B.1.177,0,0.0,89
Ghana,2021-01-25,Beta,3,3.37,89
Ghana,2021-01-25,Alpha,65,73.03,89
Ghana,2021-01-25,Gamma,0,0.0,89
Ghana,2021-01-25,Delta,0,0.0,89
Ghana,2021-01-25,Kappa,0,0.0,89
Ghana,2021-01-25,Epsilon,,,89
Ghana,2021-01-25,Eta,1,1.12,89
Ghana,2021-01-25,Iota,0,0.0,89
Ghana,2021-01-25,Lambda,,,89
Ghana,2021-01-25,Mu,,,89
Ghana,2021-01-25,S:677H.Robin1,,,89
Ghana,2021-01-25,S:677P.Pelican,,,89
Ghana,2021-01-25,B.1.1.302,,,89
Ghana,2021-01-25,B.1.1.277,,,89
Ghana,2021-01-25,B.1.367,,,89
Ghana,2021-01-25,others,20,22.48,89
Ghana,2021-01-25,non_who,20,22.48,89
Ghana,2021-02-08,B.1.160,,,74
Ghana,2021-02-08,B.1.620,0,0.0,74
Ghana,2021-02-08,B.1.258,0,0.0,74
Ghana,2021-02-08,B.1.221,,,74
Ghana,2021-02-08,B.1.1.519,,,74
Ghana,2021-02-08,B.1.177,0,0.0,74
Ghana,2021-02-08,Beta,0,0.0,74
Ghana,2021-02-08,Alpha,55,74.32,74
Ghana,2021-02-08,Gamma,0,0.0,74
Ghana,2021-02-08,Delta,0,0.0,74
Ghana,2021-02-08,Kappa,0,0.0,74
Ghana,2021-02-08,Epsilon,,,74
Ghana,2021-02-08,Eta,5,6.76,74
Ghana,2021-02-08,Iota,0,0.0,74
Ghana,2021-02-08,Lambda,,,74
Ghana,2021-02-08,Mu,,,74
Ghana,2021-02-08,S:677H.Robin1,,,74
Ghana,2021-02-08,S:677P.Pelican,,,74
Ghana,2021-02-08,B.1.1.302,,,74
Ghana,2021-02-08,B.1.1.277,,,74
Ghana,2021-02-08,B.1.367,,,74
Ghana,2021-02-08,others,14,18.92,74
Ghana,2021-02-08,non_who,14,18.92,74
Ghana,2021-02-22,B.1.160,,,78
Ghana,2021-02-22,B.1.620,0,0.0,78
Ghana,2021-02-22,B.1.258,0,0.0,78
Ghana,2021-02-22,B.1.221,,,78
Ghana,2021-02-22,B.1.1.519,,,78
Ghana,2021-02-22,B.1.177,0,0.0,78
Ghana,2021-02-22,Beta,1,1.28,78
Ghana,2021-02-22,Alpha,58,74.36,78
Ghana,2021-02-22,Gamma,0,0.0,78
Ghana,2021-02-22,Delta,0,0.0,78
Ghana,2021-02-22,Kappa,0,0.0,78
Ghana,2021-02-22,Epsilon,,,78
Ghana,2021-02-22,Eta,13,16.67,78
Ghana,2021-02-22,Iota,0,0.0,78
Ghana,2021-02-22,Lambda,,,78
Ghana,2021-02-22,Mu,,,78
Ghana,2021-02-22,S:677H.Robin1,,,78
Ghana,2021-02-22,S:677P.Pelican,,,78
Ghana,2021-02-22,B.1.1.302,,,78
Ghana,2021-02-22,B.1.1.277,,,78
Ghana,2021-02-22,B.1.367,,,78
Ghana,2021-02-22,others,6,7.69,78
Ghana,2021-02-22,non_who,6,7.69,78
Ghana,2021-03-08,B.1.160,,,48
Ghana,2021-03-08,B.1.620,0,0.0,48
Ghana,2021-03-08,B.1.258,0,0.0,48
Ghana,2021-03-08,B.1.221,,,48
Ghana,2021-03-08,B.1.1.519,,,48
Ghana,2021-03-08,B.1.177,0,0.0,48
Ghana,2021-03-08,Beta,1,2.08,48
Ghana,2021-03-08,Alpha,38,79.17,48
Ghana,2021-03-08,Gamma,0,0.0,48
Ghana,2021-03-08,Delta,0,0.0,48
Ghana,2021-03-08,Kappa,0,0.0,48
Ghana,2021-03-08,Epsilon,,,48
Ghana,2021-03-08,Eta,2,4.17,48
Ghana,2021-03-08,Iota,0,0.0,48
Ghana,2021-03-08,Lambda,,,48
Ghana,2021-03-08,Mu,,,48
Ghana,2021-03-08,S:677H.Robin1,,,48
Ghana,2021-03-08,S:677P.Pelican,,,48
Ghana,2021-03-08,B.1.1.302,,,48
Ghana,2021-03-08,B.1.1.277,,,48
Ghana,2021-03-08,B.1.367,,,48
Ghana,2021-03-08,others,7,14.58,48
Ghana,2021-03-08,non_who,7,14.58,48
Ghana,2021-03-22,B.1.160,,,51
Ghana,2021-03-22,B.1.620,0,0.0,51
Ghana,2021-03-22,B.1.258,0,0.0,51
Ghana,2021-03-22,B.1.221,,,51
Ghana,2021-03-22,B.1.1.519,,,51
Ghana,2021-03-22,B.1.177,0,0.0,51
Ghana,2021-03-22,Beta,0,0.0,51
Ghana,2021-03-22,Alpha,27,52.94,51
Ghana,2021-03-22,Gamma,0,0.0,51
Ghana,2021-03-22,Delta,0,0.0,51
Ghana,2021-03-22,Kappa,0,0.0,51
Ghana,2021-03-22,Epsilon,,,51
Ghana,2021-03-22,Eta,12,23.53,51
Ghana,2021-03-22,Iota,2,3.92,51
Ghana,2021-03-22,Lambda,,,51
Ghana,2021-03-22,Mu,,,51
Ghana,2021-03-22,S:677H.Robin1,,,51
Ghana,2021-03-22,S:677P.Pelican,,,51
Ghana,2021-03-22,B.1.1.302,,,51
Ghana,2021-03-22,B.1.1.277,,,51
Ghana,2021-03-22,B.1.367,,,51
Ghana,2021-03-22,others,10,19.61,51
Ghana,2021-03-22,non_who,10,19.61,51
Ghana,2021-04-05,B.1.160,,,42
Ghana,2021-04-05,B.1.620,0,0.0,42
Ghana,2021-04-05,B.1.258,0,0.0,42
Ghana,2021-04-05,B.1.221,,,42
Ghana,2021-04-05,B.1.1.519,,,42
Ghana,2021-04-05,B.1.177,0,0.0,42
Ghana,2021-04-05,Beta,3,7.14,42
Ghana,2021-04-05,Alpha,21,50.0,42
Ghana,2021-04-05,Gamma,0,0.0,42
Ghana,2021-04-05,Delta,0,0.0,42
Ghana,2021-04-05,Kappa,1,2.38,42
Ghana,2021-04-05,Epsilon,,,42
Ghana,2021-04-05,Eta,6,14.29,42
Ghana,2021-04-05,Iota,0,0.0,42
Ghana,2021-04-05,Lambda,,,42
Ghana,2021-04-05,Mu,,,42
Ghana,2021-04-05,S:677H.Robin1,,,42
Ghana,2021-04-05,S:677P.Pelican,,,42
Ghana,2021-04-05,B.1.1.302,,,42
Ghana,2021-04-05,B.1.1.277,,,42
Ghana,2021-04-05,B.1.367,,,42
Ghana,2021-04-05,others,11,26.19,42
Ghana,2021-04-05,non_who,11,26.19,42
Ghana,2021-04-19,B.1.160,,,79
Ghana,2021-04-19,B.1.620,1,1.27,79
Ghana,2021-04-19,B.1.258,0,0.0,79
Ghana,2021-04-19,B.1.221,,,79
Ghana,2021-04-19,B.1.1.519,,,79
Ghana,2021-04-19,B.1.177,0,0.0,79
Ghana,2021-04-19,Beta,5,6.33,79
Ghana,2021-04-19,Alpha,34,43.04,79
Ghana,2021-04-19,Gamma,0,0.0,79
Ghana,2021-04-19,Delta,1,1.27,79
Ghana,2021-04-19,Kappa,4,5.06,79
Ghana,2021-04-19,Epsilon,,,79
Ghana,2021-04-19,Eta,9,11.39,79
Ghana,2021-04-19,Iota,1,1.27,79
Ghana,2021-04-19,Lambda,,,79
Ghana,2021-04-19,Mu,,,79
Ghana,2021-04-19,S:677H.Robin1,,,79
Ghana,2021-04-19,S:677P.Pelican,,,79
Ghana,2021-04-19,B.1.1.302,,,79
Ghana,2021-04-19,B.1.1.277,,,79
Ghana,2021-04-19,B.1.367,,,79
Ghana,2021-04-19,others,24,30.37,79
Ghana,2021-04-19,non_who,25,31.64,79
Ghana,2021-05-03,B.1.160,,,58
Ghana,2021-05-03,B.1.620,0,0.0,58
Ghana,2021-05-03,B.1.258,0,0.0,58
Ghana,2021-05-03,B.1.221,,,58
Ghana,2021-05-03,B.1.1.519,,,58
Ghana,2021-05-03,B.1.177,0,0.0,58
Ghana,2021-05-03,Beta,3,5.17,58
Ghana,2021-05-03,Alpha,21,36.21,58
Ghana,2021-05-03,Gamma,1,1.72,58
Ghana,2021-05-03,Delta,3,5.17,58
Ghana,2021-05-03,Kappa,1,1.72,58
Ghana,2021-05-03,Epsilon,,,58
Ghana,2021-05-03,Eta,5,8.62,58
Ghana,2021-05-03,Iota,0,0.0,58
Ghana,2021-05-03,Lambda,,,58
Ghana,2021-05-03,Mu,,,58
Ghana,2021-05-03,S:677H.Robin1,,,58
Ghana,2021-05-03,S:677P.Pelican,,,58
Ghana,2021-05-03,B.1.1.302,,,58
Ghana,2021-05-03,B.1.1.277,,,58
Ghana,2021-05-03,B.1.367,,,58
Ghana,2021-05-03,others,24,41.39,58
Ghana,2021-05-03,non_who,24,41.39,58
Ghana,2021-05-17,B.1.160,,,56
Ghana,2021-05-17,B.1.620,0,0.0,56
Ghana,2021-05-17,B.1.258,0,0.0,56
Ghana,2021-05-17,B.1.221,,,56
Ghana,2021-05-17,B.1.1.519,,,56
Ghana,2021-05-17,B.1.177,0,0.0,56
Ghana,2021-05-17,Beta,1,1.79,56
Ghana,2021-05-17,Alpha,7,12.5,56
Ghana,2021-05-17,Gamma,0,0.0,56
Ghana,2021-05-17,Delta,2,3.57,56
Ghana,2021-05-17,Kappa,0,0.0,56
Ghana,2021-05-17,Epsilon,,,56
Ghana,2021-05-17,Eta,3,5.36,56
Ghana,2021-05-17,Iota,0,0.0,56
Ghana,2021-05-17,Lambda,,,56
Ghana,2021-05-17,Mu,,,56
Ghana,2021-05-17,S:677H.Robin1,,,56
Ghana,2021-05-17,S:677P.Pelican,,,56
Ghana,2021-05-17,B.1.1.302,,,56
Ghana,2021-05-17,B.1.1.277,,,56
Ghana,2021-05-17,B.1.367,,,56
Ghana,2021-05-17,others,43,76.78,56
Ghana,2021-05-17,non_who,43,76.78,56
Ghana,2021-05-31,B.1.160,,,54
